date,price,simple_return,log_return,regime,dynamic_volatility,base_volatility,drift_component,shock_component,jump_component,cumulative_return,drawdown,volatility_21d,volatility_252d,regime_change,regime_duration
2025-07-07,316.93548185104896,0.005027669944020533,0.005015073414640191,bull,0.0105468127569631,0.0105468127569631,0.0007297368604309789,0.004285336554209212,0.0,0.005027669944020596,0.0,,,True,1
2025-07-08,308.58521097615346,-0.0263469108164415,-0.0267002100531007,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.02742761627000285,0.0,-0.021451704444050534,-0.02634691081644147,,,False,2
2025-07-09,319.3129989180485,0.034764426681238594,0.034173793739644735,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,0.033446387522742586,0.0,0.012566966030855165,0.0,,,False,3
2025-07-10,313.19398080674375,-0.019163072383643183,-0.019349064002879265,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.020076470219781414,0.0,-0.0068369280324800386,-0.01916307238364323,,,False,4
2025-07-11,319.3292886553577,0.01958948199710046,0.0194000776536497,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,0.01867267143674755,0.0,0.01261862208601272,0.0,,,False,5
2025-07-14,335.2775154246619,0.04994288759562118,0.0487357699240168,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,0.04800836370711465,0.0,0.0631917201060872,0.0,,,False,6
2025-07-15,319.2206644775807,-0.047891225054992374,-0.049075991321863015,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.049803397538765164,0.0,0.01227416616188215,-0.047891225054992326,,,False,7
2025-07-16,314.9808883029844,-0.013281646980889905,-0.013370636887511698,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.014098043104413848,0.0,-0.0011705019609546952,-0.06053679769121956,,,False,8
2025-07-17,310.67441967090707,-0.013672158508661247,-0.01376648320267351,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.01449388941957566,0.0,-0.014826657181271075,-0.07338128750623962,,,False,9
2025-07-18,307.18968406349,-0.011216680185991479,-0.011280061541132962,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.012007467758035113,0.0,-0.025877031495432856,-0.0837748732586373,,,False,10
2025-07-21,304.56783319909306,-0.00853495739087079,-0.00857158871984871,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.00929899493675086,0.0,-0.03419112952508796,-0.09159481567582006,,,False,11
2025-07-22,300.2953858644772,-0.014027900746245174,-0.014127221682752083,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,-0.014854627899654234,0.0,-0.04773940049995318,-0.10433783343889425,,,False,12
2025-07-23,312.8778845713985,0.04190040639718569,0.041046359489851095,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,0.040318953272948946,0.0,-0.007839294384873519,-0.06680922466540007,,,False,13
2025-07-24,329.67797921052517,0.05369537275586152,0.05230338818906692,bull,0.035859163373674535,0.0105468127569631,0.0007274062169021506,0.05157598197216477,0.0,0.04543514453684927,-0.0167011981314773,,,False,14
