date,price,simple_return,log_return,regime,dynamic_volatility,base_volatility,drift_component,shock_component,jump_component,cumulative_return,drawdown,volatility_21d,volatility_252d,regime_change,regime_duration
2025-07-07,6284.505224865341,0.0008209650885710519,0.0008206282810583317,bull,0.002012868943292524,0.002012868943292524,2.7678467931004723e-06,0.0008178604342652312,0.0,0.0008209650885711017,0.0,,,True,1
2025-07-08,6251.711166164061,-0.005218240343173972,-0.005231902909743742,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.005234585865003106,0.0,-0.004401559247748432,-0.005218240343173974,,,False,2
2025-07-09,6291.762069571098,0.006406390561324011,0.006385956865702856,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.0063832739104434915,0.0,0.001976633205955647,0.0,,,False,3
2025-07-10,6267.717415649761,-0.0038216088999335368,-0.0038289299051903814,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0038316128604497456,0.0,-0.0018525296130296187,-0.0038216088999335485,,,False,4
2025-07-11,6290.110381870631,0.003572746621434572,0.0035663795230703524,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.003563696567810988,0.0,0.001713598389488924,-0.00026251591878467817,,,False,5
2025-07-14,6348.025012020344,0.009207251802231439,0.009165123452796789,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.009162440497537425,0.0,0.010936627723580283,0.0,,,False,6
2025-07-15,6287.989601332327,-0.009457336821190267,-0.009502341404829641,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.009505024360089005,0.0,0.001375859530320156,-0.00945733682119032,,,False,7
2025-07-16,6271.1105477736255,-0.0026843322951941484,-0.0026879415755818492,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0026906245308412134,0.0,-0.0013121660290449366,-0.012116282481728802,,,False,8
2025-07-17,6253.804325233745,-0.002759674288635341,-0.002763489209968356,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0027661721652277203,0.0,-0.004068219166827536,-0.014842519777125474,,,False,9
2025-07-18,6239.5060292302,-0.0022863356862401875,-0.0022889533423300005,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0022916362975893647,0.0,-0.006345253538407092,-0.017094920480725473,,,False,10
2025-07-21,6228.459173035586,-0.0017704696722564942,-0.0017720388060293885,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0017747217612887527,0.0,-0.008104489131711134,-0.018835124114721213,,,False,11
2025-07-22,6210.843040079953,-0.0028283292008875653,-0.002832336481644941,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.002835019436904305,0.0,-0.010909896169329136,-0.02161018138407278,,,False,12
2025-07-23,6258.836056491289,0.00772729500675288,0.0076975923785447065,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.007694909423285342,0.0,-0.0032669051487697054,-0.014049874624024072,,,False,13
2025-07-24,6320.7649741394425,0.009894638090723665,0.009846006689535915,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.009843323734276552,0.0,0.006595408097830102,-0.0042942549579251255,,,False,14
2025-07-25,6344.012704339422,0.003677993137712713,0.0036712458601849754,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.0036685629049256112,0.0,0.01029765910126712,-0.0006320560604792247,,,False,15
2025-07-28,6269.8109244111765,-0.011696347940395887,-0.011765288312276056,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.01176797126753542,0.0,-0.0015191338429487722,-0.012321011253273895,,,False,16
2025-07-29,6259.17648323471,-0.001696134270183818,-0.0016975743345070174,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0017002572897663816,0.0,-0.0032126914581606103,-0.01399624743402772,,,False,17
2025-07-30,6223.65342682309,-0.005675356256013712,-0.005691522284660394,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.0056942052399197585,0.0,-0.008869814545608645,-0.019592169999606,,,False,18
2025-07-31,6205.772135966076,-0.002873118027419004,-0.002877253353771959,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.002879936309031323,0.0,-0.011717448548956733,-0.02240899741020297,,,False,19
2025-08-01,6219.856751346128,0.002269599184672386,0.002267027534784244,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.0022643445795248796,0.0,-0.009474443275957478,-0.02019025766778204,,,False,20
2025-08-04,6188.602862245666,-0.005024856737045816,-0.005037523780862921,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.005040206736122285,0.0,-0.014451692292878349,-0.025113661252563202,0.0921390921799623,,False,21
2025-08-05,6154.703381379084,-0.005477727626277332,-0.005492785389643186,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.00549546834490255,0.0,-0.01985025748503655,-0.030453823082800424,0.09342344578395227,,False,22
2025-08-06,6092.216929412084,-0.010152634188034365,-0.010204523687344008,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,-0.010207206642603371,0.0,-0.029801359270287042,-0.04029727074544798,0.09771141958797924,,False,23
2025-08-07,6116.416970614925,0.003972288164265416,0.003964419458596481,bull,0.006843754407194582,0.002012868943292524,2.6829552593641157e-06,0.003961736503337117,0.0,-0.025947450692729968,-0.03648505495281695,0.09566254796724556,,False,24
